race,rank,allegation_count,civilian_compliment_count,current_badge,current_salary,honorable_mention_count,unsustained_count
White,Lieutenant of Police,1,4,602,117894,14,0
White,Police Officer,12,6,11069,90024,81,3
White,Police Officer,9,4,13777,93354,3,3
White,Police Officer,5,10,13161,90024,10,3
White,Sergeant of Police,12,1,2468,104628,36,6
White,Police Officer,13,2,5911,92430,15,8
White,Police Officer,9,0,5468,83604,0,5
Hispanic,Sergeant of Police,2,5,1503,101442,18,0
Hispanic,Sergeant of Police,6,1,1447,107988,3,2
Black,Police Officer,6,7,19561,90618,17,1
Black,Police Officer,12,1,5936,90024,20,4
Hispanic,Police Officer,17,7,13354,87006,62,3
White,Police Officer,11,1,14708,90024,2,3
White,Lieutenant of Police,3,6,558,117894,13,0
White,Police Officer as Detective,7,3,20012,100980,3,4
White,Police Officer as Detective,0,0,21271,91080,23,0
Hispanic,Sergeant of Police,18,11,830,107988,25,6
White,Police Officer,1,1,13322,90024,4,1
White,Police Officer / Field Training Officer,7,3,10456,91338,97,0
Black,Police Officer,47,5,17138,83706,15,20
White,Police Officer,14,0,18813,80724,17,7
White,Sergeant of Police,15,7,1573,102960,12,4
Hispanic,"",0,0,18261,48078,0,0
White,Police Officer as Detective,20,4,20000,102900,10,16
Black,"",0,0,7313,48078,0,0
White,Police Officer,7,10,13298,92316,11,2
Hispanic,Police Officer,0,0,14446,76266,8,0
White,Police Officer,8,3,20685,91080,68,2
Black,Police Officer / Field Training Officer,25,2,10240,98052,24,11
White,Police Officer,0,0,17584,48078,0,0
Black,Police Officer,3,5,10668,96060,5,1
Hispanic,Police Officer,5,11,10986,87006,45,0
Black,Police Officer,6,1,6806,93354,2,3
White,Police Officer as Detective,1,4,20077,99978,5,0
White,Police Officer,7,3,3380,90024,14,4
Black,Police Officer,5,6,10633,96060,0,1
Hispanic,Police Officer,2,2,15373,90024,6,0
White,Police Officer as Detective,12,3,21225,99978,10,5
White,Police Officer,4,9,19223,87006,83,0
Black,Police Officer,24,1,10923,96060,8,10
Hispanic,Police Officer,2,0,9144,68616,0,0
Black,Police Officer,3,1,17065,93354,1,0
White,Police Officer,13,2,2763,87006,67,5
Black,Police Officer,14,4,10829,93354,12,11
White,Police Officer,1,2,11084,72510,7,0
White,Police Officer,8,0,8827,58572,12,6
White,Police Officer,8,1,5338,80778,18,2
Hispanic,Police Officer,0,0,17263,76266,4,0
Black,Police Officer as Detective,10,2,21294,100980,0,4
Hispanic,Police Officer,7,5,11274,87006,86,0
Hispanic,Police Officer,33,6,17915,93354,25,18
Black,Police Officer,7,5,17214,96060,18,3
White,Police Officer,13,4,15142,89718,30,8
Black,Police Officer,0,0,8197,68616,0,0
White,Police Officer,9,2,3783,82878,10,4
White,Police Officer,4,9,13743,87006,15,1
White,Police Officer,49,4,3074,93354,72,26
White,Police Officer,6,2,2957,72510,2,0
White,Police Officer,1,2,4369,87006,21,0
White,Police Officer / Marine Officer,10,11,18541,98052,10,6
Asian/Pacific,Police Officer,4,5,10861,84054,26,1
Hispanic,Police Officer,7,0,13284,84054,21,0
White,Police Officer,30,7,18352,90618,63,11
White,Police Officer,0,1,15351,80016,13,0
White,Police Officer,7,9,9310,87006,31,2
Black,Police Officer,8,12,18264,92430,16,0
White,Police Officer,15,5,6435,80724,7,3
Hispanic,Police Officer,24,1,4739,90024,32,3
White,Police Officer,4,4,14556,87006,37,0
White,Police Officer,13,1,17184,78012,15,3
White,Police Officer,7,4,14627,90024,18,0
White,Police Officer,3,0,6610,87006,24,0
Black,Sergeant of Police,23,3,1828,111474,27,13
Black,Police Officer,48,1,10639,96060,2,33
Black,Police Officer,0,0,16746,72510,2,0
Black,Police Officer,16,3,18832,87006,39,6
White,Police Officer,12,4,10893,90024,28,3
Asian/Pacific,Police Officer,16,1,17832,87006,88,5
Asian/Pacific,Police Officer,0,1,18286,84054,8,0
White,Police Officer,0,0,17070,48078,0,0
White,Police Officer,33,7,19568,93354,19,16
White,Police Officer,0,0,18484,80016,10,0
White,Sergeant of Police,9,5,1895,104628,99,3
Black,Police Officer,90,9,11348,93354,37,35
White,Police Officer (Per Arbitration Award),0,1,5651,100980,1,0
White,Police Officer,32,2,16887,87006,90,6
White,Police Officer,0,0,12477,48078,0,0
Hispanic,Police Officer,12,3,15460,84054,50,1
Hispanic,Police Officer,12,5,15656,84054,48,2
Black,Police Officer,22,9,3461,96060,6,11
White,Police Officer,11,2,15465,90024,18,3
Black,Police Officer,6,3,19197,89130,6,0
White,Police Officer as Detective,12,6,20636,102900,5,4
Hispanic,Police Officer,6,10,12595,87006,47,0
White,Police Officer,9,2,15567,90024,29,2
White,Police Officer / Marine Officer,7,17,9774,100980,6,2
White,Lieutenant of Police,7,3,724,117894,0,6
Hispanic,Police Officer,6,6,17270,90024,30,1
Black,Police Officer,24,5,16346,90024,85,7
White,Sergeant of Police,19,5,1262,104628,78,6
Black,Police Officer,8,1,16812,95106,2,3
White,Police Officer,0,0,16875,72510,2,0
White,Police Officer,0,0,8612,68616,0,0
White,Police Officer,3,2,19114,90024,11,3
Hispanic,Police Officer,15,3,14209,87006,83,3
White,Police Officer as Detective,36,4,12387,93192,1,21
White,Sergeant of Police,27,1,874,93276,0,11
Black,Lieutenant of Police,41,3,632,121464,6,22
White,Police Officer,5,2,6595,87006,41,1
White,Police Officer,11,7,12143,80724,21,3
Hispanic,Police Officer,0,0,18001,48078,1,0
Black,Police Officer,7,0,6547,84054,15,0
Black,Police Officer,25,3,11737,90024,34,8
Black,Police Officer,1,2,11482,84054,2,1
White,Police Officer,4,2,6722,87006,11,1
Black,Police Officer,13,3,13699,87006,14,2
White,Police Officer,19,5,3422,90024,16,4
Black,Sergeant of Police,20,8,1894,111474,2,9
Black,Police Officer,0,0,19560,80016,9,0
Black,Police Officer,4,1,12958,87006,36,0
White,Police Officer,19,3,19344,93354,5,14
Black,Police Officer,4,1,3828,93354,8,0
White,Police Officer,2,10,8693,87006,30,0
White,"",0,0,3215,48078,0,0
White,Police Officer,6,4,17391,87006,32,1
White,Police Officer,22,0,12206,68262,1,5
Black,Police Officer,0,2,17343,84054,9,0
Black,Police Officer,32,1,6714,90024,20,18
Black,Police Officer,3,5,7860,90024,9,1
Hispanic,Police Officer,12,4,16967,87006,138,1
White,Police Officer,0,0,15309,76266,1,0
Hispanic,Police Officer,43,7,19074,93354,45,12
White,Police Officer,34,6,7028,93354,101,17
White,Police Officer,11,4,8634,90024,42,2
Black,Police Officer,3,2,14470,90024,9,0
White,Police Officer,19,7,10303,95106,25,9
White,Police Officer as Detective,55,2,21416,97440,81,18
Hispanic,Police Officer,2,0,14368,84054,10,0
Hispanic,Police Officer,5,4,16811,90024,105,1
White,Sergeant of Police,5,2,1494,111474,3,1
Hispanic,Police Officer,12,8,8416,93354,22,9
Black,Police Officer,0,4,3181,75372,5,0
White,Detective,12,3,20634,100980,50,8
White,Police Officer,36,3,3245,83706,0,28
White,Police Officer,0,0,16827,48078,0,0
White,Police Officer,14,5,12928,90024,67,4
Asian/Pacific,Police Officer,6,4,4816,87006,75,1
White,Police Officer,2,2,5313,90024,14,0
Black,Police Officer,21,7,12911,87006,58,2
Hispanic,Police Officer,0,3,11578,84054,18,0
Black,Police Officer / Field Training Officer,11,5,7937,88296,108,2
White,Police Officer,25,2,16214,75816,2,11
Hispanic,Police Officer / Field Training Officer,0,1,11303,88296,4,0
White,Police Officer,10,5,8585,87006,85,1
Hispanic,Sergeant of Police,24,2,2287,111474,5,20
White,Police Officer as Detective,16,2,21258,100980,2,9
White,Sergeant of Police,31,3,2398,111474,6,16
Hispanic,Police Officer,40,2,10546,95106,48,26
Black,Police Officer,14,4,8619,87006,33,4
White,Police Officer,11,8,8189,80724,5,4
Hispanic,Police Officer,4,1,7647,84054,39,0
Black,Police Officer,2,6,14445,90024,1,0
White,Sergeant of Police,19,2,1199,104628,5,8
White,Police Officer,5,2,10120,84054,16,0
White,Police Officer,18,1,15434,90024,9,9
Black,Police Officer,28,1,14934,95106,66,20
Hispanic,Police Officer,26,0,16294,93354,23,7
Black,Sergeant of Police,17,2,1008,107988,1,5
White,Sergeant of Police,14,0,2339,94188,3,9
White,Police Officer as Detective,21,5,20130,103932,9,9
White,Police Officer,10,11,8464,90024,27,4
White,Captain of Police,12,8,9,136170,15,6
White,Police Officer as Detective,2,4,20001,103932,3,1
Hispanic,Police Officer / Field Training Officer,14,3,5930,91338,76,2
White,Police Officer,17,1,10259,90024,42,1
Black,Police Officer,24,1,13094,93354,2,10
Black,Police Officer,0,0,9961,68616,4,0
White,Police Officer,5,1,5255,84054,18,0
White,Police Officer,43,8,19650,93354,56,24
Black,Police Officer,5,4,14873,87006,20,0
White,Lieutenant of Police,44,5,481,101634,2,20
Hispanic,Police Officer,31,7,18154,93354,70,17
Hispanic,Police Officer,3,0,13083,84054,19,1
White,Police Officer,4,2,7234,90024,14,1
Black,Police Officer,5,1,13415,87006,17,1
Black,Police Officer,0,0,14337,76266,3,0
White,Police Officer,0,0,6569,48078,0,0
Black,Police Officer,3,4,19822,93354,5,2
Hispanic,Police Officer,1,1,4565,84054,21,0
White,Police Officer,15,3,19317,86520,21,7
White,Sergeant of Police,12,2,1115,107988,21,8
White,Police Officer,6,6,12804,84054,75,1
Black,Police Officer,16,0,11176,96060,6,6
Black,Police Officer as Detective,12,3,20628,103932,1,5
Hispanic,Police Officer,0,0,14047,48078,0,0
Hispanic,Police Officer,10,1,13766,87006,17,1
White,Police Officer as Detective,16,4,20362,100980,5,7
White,Police Officer,14,2,10125,89130,2,1
White,Police Officer / Field Training Officer,3,4,4189,88296,20,0
Hispanic,Police Officer,0,0,8451,68616,2,0
Black,Police Officer,6,1,12078,86130,6,1
White,Police Officer,16,4,12295,96060,13,8
White,Police Officer,25,1,4397,95106,4,18
White,Police Officer,2,4,16337,87006,44,0
Hispanic,Police Officer,5,4,6206,90024,12,1
Black,Police Officer as Detective,7,2,1041,100980,2,3
White,Sergeant of Police,14,3,1923,107988,2,5
Hispanic,Police Officer,7,3,19202,87006,64,1
White,Police Officer,15,1,3185,90024,34,1
Hispanic,Police Officer,38,1,17238,95106,3,23
White,Sergeant of Police,22,2,1754,107988,2,9
Hispanic,Sergeant of Police,26,5,2412,104628,57,13
White,Lieutenant of Police,2,1,430,117894,9,0
Asian/Pacific,Police Officer,7,3,9014,90024,28,3
White,Police Officer,25,5,19011,93354,27,8
Unknown,Police Officer,0,0,18394,48078,0,0
White,Police Officer,7,5,11422,87006,22,0
White,"",0,0,7836,48078,0,0
White,Police Officer,7,3,5134,87006,157,0
Black,Sergeant of Police,67,2,2235,107988,24,37
White,Sergeant of Police,0,1,1388,99960,4,0
Black,Captain of Police,29,3,69,136170,8,21
Hispanic,Police Officer,0,0,14560,48078,2,0
Hispanic,Police Officer,1,1,9779,87006,27,0
Hispanic,Police Officer,0,0,12475,48078,0,0
Hispanic,Police Officer,4,0,5143,87006,19,0
White,Sergeant of Police,4,6,1934,98184,36,2
White,Police Officer,14,5,19909,92430,25,7
White,Police Officer,5,6,7371,64992,14,2
White,Police Officer,12,13,19199,93354,58,6
Black,Sergeant of Police,20,2,2416,111474,1,13
Hispanic,Police Officer as Detective,15,2,20517,103932,2,7
White,Police Officer,10,1,8234,87006,74,1
Black,Police Officer,0,0,19943,68616,3,0
White,Police Officer,5,3,16934,87006,38,0
White,Police Officer,15,3,10792,90024,21,6
Hispanic,Police Officer,3,2,14449,84054,4,1
Black,Police Officer,13,6,17919,86130,13,3
Hispanic,Police Officer,1,2,5001,80016,21,0
Black,Police Officer,7,4,14419,87006,60,1
White,Police Officer,1,2,6703,84054,9,0
Black,Police Officer,29,3,15573,92430,28,17
Black,Police Officer,7,4,6146,87006,23,1
Hispanic,Police Officer / Field Training Officer,0,1,4033,84054,14,0
Asian/Pacific,Captain of Police,15,4,91,136170,12,10
Black,Police Officer,23,3,10217,86130,11,13
White,Police Officer as Detective,67,4,21203,97440,106,27
Hispanic,Police Officer,0,2,17371,84054,6,0
Black,Police Officer,9,4,17725,93354,11,3
White,Police Officer,4,2,7648,87006,42,1
Hispanic,Police Officer,7,4,15760,87006,88,1
Asian/Pacific,Police Officer,13,14,4002,87006,17,1
Black,Police Officer,5,1,10140,92430,2,2
White,Police Officer,10,2,10963,87006,58,2
White,Police Officer,12,7,4607,87006,75,3
Black,Police Officer / Field Training Officer,1,0,13973,88296,6,1
Hispanic,Police Officer as Detective,18,3,21292,100980,5,9
Hispanic,Police Officer as Detective,13,6,20188,97440,36,6
White,Police Officer,42,10,14191,93354,26,20
Hispanic,Police Officer,1,0,11991,84054,28,0
White,Captain of Police,23,12,110,136170,4,9
Hispanic,Police Officer,3,5,5552,84054,13,2
White,Police Officer,56,6,15218,90024,20,21
Hispanic,Police Officer,21,3,14163,87006,48,3
White,Police Officer,22,4,3707,86130,9,13
White,Sergeant of Police,11,3,2051,107988,10,4
Hispanic,Police Officer,7,2,9038,96060,11,1
White,Police Officer,33,2,13770,93354,32,12
White,Sergeant of Police,25,0,891,105018,13,12
Hispanic,Police Officer,39,4,6223,96060,27,20
White,Police Officer,5,9,11573,90024,25,2
Black,Police Officer,3,1,14295,84054,2,1
White,Police Officer / Mounted Patrol Officer,13,4,6123,98052,4,11
White,Police Officer,0,0,12873,72510,3,0
Black,Police Officer,9,2,18253,90024,10,1
Hispanic,"",0,0,11256,48078,0,0
White,Police Officer,0,0,19142,48078,0,0
White,Police Officer,53,6,5784,96060,43,22
Asian/Pacific,Police Officer,7,4,19960,90024,3,1
White,Police Officer,12,1,4171,87006,31,3
Asian/Pacific,Police Officer,1,0,14957,68616,1,0
White,Police Officer,4,5,9523,86142,32,2
White,Sergeant of Police,9,1,1043,104628,12,2
White,Police Officer,10,3,11902,93354,10,7
White,Police Officer as Detective,41,2,21101,103932,8,32
Black,Police Officer,15,5,5564,92316,2,7
White,Police Officer,1,0,17595,72510,0,0
White,Police Officer,0,0,12876,48078,1,0
Black,Police Officer,4,5,8700,78012,15,1
White,Lieutenant of Police,12,3,319,112254,4,7
White,Police Officer,22,7,12504,93354,27,13
White,Police Officer,9,2,18903,93354,29,5
White,Police Officer,0,0,13585,48078,0,0
White,Police Officer,7,3,9180,92316,65,6
White,Deputy Chief,16,12,316,162012,0,7
Black,Police Officer,10,11,17944,96060,20,5
Black,Police Officer,41,1,11636,74628,14,11
Black,Sergeant of Police,4,1,1776,102978,3,2
White,Police Officer,3,0,6620,84054,23,0
Asian/Pacific,Sergeant of Police,11,1,318,107988,29,4
White,Police Officer as Detective,37,3,20753,100980,4,21
Black,Police Officer,3,1,17720,84054,18,0
White,Sergeant of Police,28,5,1055,107988,101,8
Hispanic,"",0,0,9015,48078,0,0
White,"",0,0,10947,48078,0,0
White,Sergeant of Police,7,3,1752,111474,0,1
Hispanic,Police Officer,61,2,7100,93354,39,31
Black,Police Officer,23,1,12123,81252,8,13
White,Police Officer,5,0,3711,90024,67,1
Black,Police Officer (Per Arbitration Award),17,2,17794,100980,0,0
Hispanic,Police Officer,22,10,8740,93354,19,10
White,Police Officer,13,1,11586,87006,38,1
Black,Police Officer,0,0,12586,48078,1,0
Black,Police Officer as Detective,5,2,21118,100980,1,3
Black,"",5,0,17311,92316,0,2
White,Police Officer,13,3,12364,90024,57,4
White,Police Officer,1,2,10062,90024,8,1
Black,"",0,0,9888,48078,0,0
White,Police Officer,4,1,8927,90024,8,0
White,Police Officer,0,0,17034,68616,2,0
White,Police Officer,0,0,8727,68616,0,0
Black,Police Officer,15,3,10724,87006,176,5
White,Sergeant of Police,10,3,2281,107988,10,4
White,Police Officer,0,0,19742,80016,17,0
Hispanic,Police Officer,2,12,14607,84054,52,1
White,Police Officer,2,2,5293,80016,11,0
White,Police Officer,16,4,15981,75372,130,8
White,Police Officer,7,4,7186,84054,37,0
White,Sergeant of Police,39,0,2471,93276,14,22
Hispanic,Police Officer,22,4,17600,96060,30,10
White,Police Officer,4,2,3452,90024,9,2
Black,Police Officer,17,1,17811,80778,31,2
White,Police Officer,27,3,16633,86130,11,16
Black,Police Officer,0,0,8823,68616,0,0
Hispanic,Police Officer,3,6,17287,80016,20,0
Black,Police Officer,15,1,10386,90024,12,6
White,Police Officer,24,2,15570,90024,39,12
Hispanic,Police Officer,17,6,8618,90024,32,2
White,Police Officer / Field Training Officer,15,5,15572,91338,41,6
White,Police Officer,5,3,11748,90024,54,1
White,Police Officer,12,6,19169,93354,25,8
Black,Police Officer (Per Arbitration Award),14,1,8115,100980,2,2
White,Police Officer,0,0,15817,72510,2,0
White,Police Officer,1,2,17957,80016,21,0
White,"",0,0,7656,48078,0,0
White,Police Officer,3,7,8979,87006,8,0
White,Police Officer,3,9,4271,93354,16,1
Black,Police Officer,6,0,3853,87006,9,2
White,Police Officer / Field Training Officer,11,4,1858,91338,67,1
Asian/Pacific,Police Officer,2,1,10768,84054,14,0
Black,Police Officer,13,1,17196,90024,5,5
Hispanic,Police Officer,2,1,7430,80016,47,0
White,Police Officer,1,1,17365,80016,16,0
Hispanic,Police Officer,14,7,9741,87006,164,3
Hispanic,Police Officer,5,4,12690,87006,100,0
White,Police Officer,15,4,20657,94122,92,2
Black,Police Officer,2,3,19417,87006,17,0
White,Police Officer as Detective,12,2,21130,92268,0,5
Hispanic,Police Officer,9,1,13385,87006,15,3
White,Police Officer,0,0,15079,76266,8,0
Black,Police Officer,8,6,17684,87006,56,3
White,Police Officer,0,0,17504,48078,0,0
Black,Police Officer,7,5,8473,84054,14,0
Hispanic,Police Officer as Detective,0,0,20630,86748,10,0
White,Police Officer,7,21,17610,86130,63,4
White,Police Officer,11,10,11245,96060,10,3
White,Police Officer,17,6,5329,93354,15,7
Hispanic,Sergeant of Police,19,9,1725,107988,0,12
Black,Police Officer,21,0,19090,87006,10,2
White,Police Officer,1,2,18257,80016,12,0
Hispanic,Police Officer,0,1,14301,72510,4,0
White,Police Officer,1,5,13827,90024,11,0
Black,Police Officer,0,0,15307,48078,3,0
White,Police Officer,40,5,1460,93354,95,18
Black,Police Officer,1,0,19928,76266,9,0
White,Police Officer,32,4,16684,90024,21,10
Hispanic,"",0,0,10926,48078,0,0
White,Police Officer,7,1,5778,84054,53,1
White,Police Officer,4,4,4335,87006,41,0
White,Police Officer,20,2,3579,92430,10,9
Black,Sergeant of Police,14,5,1658,111474,40,6
Hispanic,Police Officer,4,6,4098,90024,29,1
White,Police Officer,20,2,14071,90024,17,9
Black,Police Officer,4,1,19977,92430,17,2
Asian/Pacific,Police Officer as Detective,13,1,20777,97440,34,8
White,Police Officer,3,0,19750,68616,1,1
Hispanic,Police Officer,21,2,15414,96060,82,11
Hispanic,Police Officer,5,5,5765,87006,45,0
Hispanic,Police Officer,0,0,12388,48078,0,0
Black,Police Officer,26,11,7172,93354,1,15
White,Sergeant of Police,5,5,1132,101442,106,2
Hispanic,Police Officer,2,1,17706,80016,9,0
Black,Police Officer,7,2,15032,84054,28,1
White,Police Officer,20,1,9793,95106,7,9
Black,Police Officer,18,1,15471,95106,6,9
White,Police Officer / Explosives Detective Canine Handler,18,2,17117,87918,0,15
White,Lieutenant of Police,13,5,253,84630,0,11
White,Police Officer,14,7,1044,90024,72,3
White,Police Officer,0,0,15659,48078,1,0
White,Police Officer,1,0,15347,84054,13,0
White,Police Officer as Detective,5,1,21638,100980,3,2
Hispanic,Police Officer,37,1,16358,93354,63,18
Hispanic,Police Officer,2,5,15169,84054,19,1
White,Police Officer,8,0,8755,73116,3,5
White,Lieutenant of Police,12,4,376,125190,5,8
White,Police Officer,1,0,18758,72510,5,0
Black,Police Officer,5,1,3048,87006,16,2
Black,Police Officer,19,2,12005,95106,2,7
Black,Police Officer,53,1,19819,90024,26,25
Hispanic,Police Officer,22,32,4463,93354,20,12
Asian/Pacific,Sergeant of Police,25,4,2088,109278,11,7
White,Sergeant of Police,4,3,1037,86142,24,0
Black,Police Officer,16,7,13450,93354,108,5
Black,Police Officer,12,0,5196,93240,3,8
White,Police Officer,1,0,16493,76266,0,1
White,Police Officer / Field Training Officer,13,0,16982,81090,19,6
White,Police Officer,0,0,16619,76266,5,0
Hispanic,Police Officer,19,3,19637,87006,37,9
Native American/Alaskan Native,Police Officer,11,7,11924,87006,30,2
Black,Police Officer,15,1,16172,87006,25,3
Black,Police Officer,11,4,5148,96060,0,3
White,Sergeant of Police,14,4,1930,107988,13,2
White,Police Officer,27,9,13906,96060,9,20
Black,Police Officer,37,4,11299,96060,37,20
White,Police Officer,1,0,17611,48078,0,0
White,Sergeant of Police,4,2,1065,104628,11,1
White,Police Officer,17,3,4680,93354,14,10
White,Police Officer,5,10,13841,96060,6,0
Black,Police Officer,5,4,10898,87006,10,0
